id,source_url,incident_title,location,category,date_incident,date_final_report,description,download_url,download_title,file_type
200914ITX1,https://www.csb.gov/citgo-refinery-hydrofluoric-acid-release-and-fire/,CITGO Refinery Hydrofluoric Acid Release and Fire,"Location: Corpus Christi, TX",Release,7/19/2009,12/9/2009,,https://www.csb.gov/assets/1/20/2009_American_Communities’_Right_to_Public_Information_Act.pdf?13914,2009 American Communities' Right to Public Infromation Act,pdf
200914ITX1,https://www.csb.gov/citgo-refinery-hydrofluoric-acid-release-and-fire/,CITGO Refinery Hydrofluoric Acid Release and Fire,"Location: Corpus Christi, TX",Release,7/19/2009,12/9/2009,,https://www.csb.gov/assets/1/20/Urgent_Recommendations_to_Citgo_-_Final_Board_Vote_Copy1.pdf?15418,Urgent Recommendation,pdf
200914ITX1,https://www.csb.gov/citgo-refinery-hydrofluoric-acid-release-and-fire/,CITGO Refinery Hydrofluoric Acid Release and Fire,"Location: Corpus Christi, TX",Release,7/19/2009,12/9/2009,,https://www.csb.gov/assets/1/20/Urgent_Recommendations_to_Citgo_-_Final_Board_Vote_Copy.pdf?13913,Text of Urgent Recommendations,pdf
,https://www.csb.gov/combustible-dust-hazard-investigation/,Combustible Dust Hazard Investigation,"Location: Washington, DC",Combustible Dust Explosion and Fire,10/1/2004,11/9/2006,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_OSHA_(ComDust_R1)_C-RS_superseded.pdf,Recommendation Status Change Summary,pdf
,https://www.csb.gov/combustible-dust-hazard-investigation/,Combustible Dust Hazard Investigation,"Location: Washington, DC",Combustible Dust Explosion and Fire,10/1/2004,11/9/2006,,https://www.csb.gov/assets/recommendation/Status_Change_Summary__OSHA_(Com_Dust_R2)__C-AA.pdf,Recommendations Status Change Summary,pdf
,https://www.csb.gov/combustible-dust-hazard-investigation/,Combustible Dust Hazard Investigation,"Location: Washington, DC",Combustible Dust Explosion and Fire,10/1/2004,11/9/2006,,https://www.csb.gov/assets/1/20/Copy_of_DustIncidentDataFileFinal.xls?13893,Dust Incident Data File,xls
,https://www.csb.gov/combustible-dust-hazard-investigation/,Combustible Dust Hazard Investigation,"Location: Washington, DC",Combustible Dust Explosion and Fire,10/1/2004,11/9/2006,,https://www.csb.gov/assets/1/20/Dust_Final_Report_Website_11-17-06.pdf?13862,Combustible Dust Hazard Study,pdf
,https://www.csb.gov/combustible-dust-hazard-investigation/,Combustible Dust Hazard Investigation,"Location: Washington, DC",Combustible Dust Explosion and Fire,10/1/2004,11/9/2006,,https://www.csb.gov/assets/1/20/Afternoon1.pdf?15034,"Afternoon Presentation from July 25, 2013, Public Meeting",pdf
,https://www.csb.gov/combustible-dust-hazard-investigation/,Combustible Dust Hazard Investigation,"Location: Washington, DC",Combustible Dust Explosion and Fire,10/1/2004,11/9/2006,,https://www.csb.gov/assets/1/20/Dust_Public_Meeting_Transcript.pdf?13864,Transcript from Board Public Meeting 11.9.2006,pdf
,https://www.csb.gov/combustible-dust-hazard-investigation/,Combustible Dust Hazard Investigation,"Location: Washington, DC",Combustible Dust Explosion and Fire,10/1/2004,11/9/2006,,https://www.csb.gov/assets/1/20/6_22_2005CSBDustPublicHearingTranscript.pdf?13863,Transcripts from Board Public Meeting 6.22.2005,pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/recommendation/CSB_Gas_Purging_Urgent_Recommendations_(2)1.pdf,Download,pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/recommendation/2009-12-I-NC-UR2_ICC_IFGCC.pdf,Download,pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/recommendation/CSB_Gas_Purging_Urgent_Recommendations_(2)2.pdf,Download,pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/recommendation/CSB_Gas_Purging_Urgent_Recommendations_(2).pdf,Download,pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/1/20/Morning_Presentation_-_to_post.pdf?15030,"Morning Presentation from July 25, 2013 Public Meeting",pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/1/20/ConAgra_Public_Meeting_Presentation_02_03_2010_draft.pdf?13919,ConAgra PowerPoint on Urgent Recommendations,pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/1/20/CSB_Safety_Bulletin_Final_Embargoed_10_2_09.pdf?13905,Safety Bulletin - Dangers of Purging Gas Piping Into Buildings,pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/1/20/CSB_Statement_of_John_Bresland_on_NFPA_8_11_10_Final.pdf?13953,Statement of CSB Board Member John Bresland Commending the Action by the NFPA to Prohibit Indoor Purging of Gas Pipes,pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/1/20/News_Conf_Statements_of_Bresland_and_Holmstrom_Final_Feb_4__2010.pdf?13918,Statement from 10 am news conference in Raleigh NC,pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/1/20/ConAgra_Statements_final_for_print_rev_1.pdf?13880,Statement of CSB Chairman John Bresland and CSB Investigation Supervisor Don Holmstrom on ConAgra Explosion,pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/1/20/CSB_Gas_Purging_Urgent_Recommendations_(2).pdf?13917,Text of Urgent Recommendation,pdf
201012INC1,https://www.csb.gov/conagra-natural-gas-explosion-and-ammonia-release/,ConAgra Natural Gas Explosion and Ammonia Release,"Location: Garner, NC",Flammable Vapor,6/9/2009,2/4/2010,,https://www.csb.gov/assets/1/20/Transcript_ConAgra_Public_Meeting_2-4-10.pdf?13923,Transcript of ConAgra Foods Public Meeting 2-4-2010,pdf
,https://www.csb.gov/concept-sciences-hydroxylamine-explosion/,Concept Sciences Hydroxylamine Explosion,"Location: Allentown, PA",Reactive Incident,2/19/1999,2/1/2002,,https://www.csb.gov/assets/1/20/Concept_case_study.pdf?13754,Concept Sciences Case Study,pdf
,https://www.csb.gov/concept-sciences-hydroxylamine-explosion/,Concept Sciences Hydroxylamine Explosion,"Location: Allentown, PA",Reactive Incident,2/19/1999,2/1/2002,,https://www.csb.gov/assets/1/20/Compilation of ANPR Comments.pdf?13926,Compilation of ANPR Comments.pdf,pdf
,https://www.csb.gov/csb-safety-study-remote-isolation-of-process-equipment/,CSB Safety Study: Remote Isolation of Process Equipment,"Location: ,",Chemical Manufacturing - Fire and Explosion,11/27/2019,7/25/2024,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_API_(Remote_Isolation_R1)1.pdf,Recommendation Status Change Summary,pdf
,https://www.csb.gov/csb-safety-study-remote-isolation-of-process-equipment/,CSB Safety Study: Remote Isolation of Process Equipment,"Location: ,",Chemical Manufacturing - Fire and Explosion,11/27/2019,7/25/2024,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_EPA_(Remote_Isolation_R2).pdf,Recommendation Status Change Summary,pdf
,https://www.csb.gov/csb-safety-study-remote-isolation-of-process-equipment/,CSB Safety Study: Remote Isolation of Process Equipment,"Location: ,",Chemical Manufacturing - Fire and Explosion,11/27/2019,7/25/2024,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_OSHA_(Remote_Isolation_R3).pdf,Recommendation Status Change Summary,pdf
200309IKY19,https://www.csb.gov/cta-acoustics-dust-explosion-and-fire/,CTA Acoustics Dust Explosion and Fire,"Location: Corbin, KY",Combustible Dust Explosion and Fire,2/20/2003,2/15/2005,,https://www.csb.gov/assets/1/20/CSB_CTA_Investigation_Report.pdf?13861,Final Investigation Report,pdf
200309IKY19,https://www.csb.gov/cta-acoustics-dust-explosion-and-fire/,CTA Acoustics Dust Explosion and Fire,"Location: Corbin, KY",Combustible Dust Explosion and Fire,2/20/2003,2/15/2005,,https://www.csb.gov/assets/1/20/CTA_Transcript_1.pdf?13821,"Transcript of Board Public Meeting, London, KY, February 15, 2005",pdf
200309IKY19,https://www.csb.gov/cta-acoustics-dust-explosion-and-fire/,CTA Acoustics Dust Explosion and Fire,"Location: Corbin, KY",Combustible Dust Explosion and Fire,2/20/2003,2/15/2005,,https://www.csb.gov/assets/1/20/CTA_Transcript_2.pdf?13822,"Transcript of Board Community Meeting, Corbin, KY, July 8, 2003",pdf
202403IVA3,https://www.csb.gov/cuisine-solutions-ammonia-release-/,Cuisine Solutions Ammonia Release,"Location: Sterling, VA",Release,7/31/2024,9/25/2025,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Cuisine_(Cuisine_R3).pdf,Recommendation Status Change Summary,pdf
202403IVA3,https://www.csb.gov/cuisine-solutions-ammonia-release-/,Cuisine Solutions Ammonia Release,"Location: Sterling, VA",Release,7/31/2024,9/25/2025,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Cuisine_(Cuisine_R4).pdf,Recommendation Status Change Summary,pdf
202403IVA3,https://www.csb.gov/cuisine-solutions-ammonia-release-/,Cuisine Solutions Ammonia Release,"Location: Sterling, VA",Release,7/31/2024,9/25/2025,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Cuisine_(Cuisine_R5).pdf,Recommendation Status Change Summary,pdf
202403IVA3,https://www.csb.gov/cuisine-solutions-ammonia-release-/,Cuisine Solutions Ammonia Release,"Location: Sterling, VA",Release,7/31/2024,9/25/2025,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Cuisine_(Cuisine_R6).pdf,Recommendation Status Change Summary,pdf
202403IVA3,https://www.csb.gov/cuisine-solutions-ammonia-release-/,Cuisine Solutions Ammonia Release,"Location: Sterling, VA",Release,7/31/2024,9/25/2025,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_IIAR_(Cuisine_R1).pdf,Recommendation Status Change Summary,pdf
202403IVA3,https://www.csb.gov/cuisine-solutions-ammonia-release-/,Cuisine Solutions Ammonia Release,"Location: Sterling, VA",Release,7/31/2024,9/25/2025,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_IIAR_(Cuisine_R2).pdf,Recommendation Status Change Summary,pdf
202403IVA3,https://www.csb.gov/cuisine-solutions-ammonia-release-/,Cuisine Solutions Ammonia Release,"Location: Sterling, VA",Release,7/31/2024,9/25/2025,,https://www.csb.gov/assets/1/20/Cuisine_Solutions_Investigation_Update_-_Final_to_Publish.pdf?17058,"Investigation Update: Hazardous Ammonia Release at Cuisine Solutions, Inc Facility",pdf
200311IKY7,https://www.csb.gov/d-d-williamson-and-co-catastrophic-vessel-failure/,D.D. Williamson & Co. Catastrophic Vessel Failure,"Location: Louisville, KY",Release,4/11/2003,3/12/2004,,https://www.csb.gov/assets/1/20/DD_Report.pdf?13810,Final Investigation Report,pdf
200311IKY7,https://www.csb.gov/d-d-williamson-and-co-catastrophic-vessel-failure/,D.D. Williamson & Co. Catastrophic Vessel Failure,"Location: Louisville, KY",Release,4/11/2003,3/12/2004,,https://www.csb.gov/assets/1/20/DD_Transcript.pdf?13812,"Transcript of Board Public Meeting, Louisville, KY, March 12, 2004",pdf
,https://www.csb.gov/delaware-city-refining-company/,Delaware City Refining Company,"Location: Delaware City, DE",Oil and Refining - Fire and Explosion,11/29/2015,5/18/2017,,https://www.csb.gov/assets/1/20/Final_DCRC_Bulletin1.pdf?15839,Key Lessons for Preventing Incidents When Preparing Process Equipment for Maintenance,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Didion_(Didion_R1)_C-AA.pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Didion_(Didion_R1-R9)_O-ARAR1.pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Didion_(Didion_R1-R9)_O-ARAR2.pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Didion_(Didion_R1-R9)_O-ARAR3.pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Didion_(Didion_R5)_C-AA.pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Didion_(Didion_R6)_C-AA.pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Didion_(Didion_R1-R9)_O-ARAR6.pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Didion_(Didion_R1-R9)_O-ARAR7.pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_Didion_(Didion_R9)_C-AAA.pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_NFPA_(Didion_R13)_C-ERA.pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_OSHA_(Didion_R10).pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_OSHA_(Didion_R11).pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_OSHA_(Didion_R12).pdf,Recommendation Status Change Summary,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/20/Didion_Appendix_G_Dust_Explosibility_Testing_Report.pdf?16970,Appendix G,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/6/Didion_Appendix_F_Technical_Basis_for_Combustible_Dust_Testing1.pdf?16967,Appendix F,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/6/Didion_Appendix_D_Atlas_Structural_Assessment1.pdf?16964,Appendix D,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/6/Didion_Appendix_C_Combustible_Dust_Calculations.pdf?16961,Appendix C,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/20/Didion_Appendix_B_-_Simplified_Cause_Map.pdf?16969,Appendix B,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/6/Didion_Appendix_A__AcciMap.pdf?16962,Appendix A,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/6/Didion_Appendix_F_Technical_Basis_for_Combustible_Dust_Testing1.pdf?16967,Appendix E,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/20/CSB_Dust_Incidents.pdf?16397,Updated Dust Data 2006 - 2017,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/20/CSB_Didion_Factual_Spn03.pdf?16231,Didion Milling Informe de los Hechos,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/6/Didion_Milling_Report_for_Public_Release.pdf?16959,Fatal Combustible Dust Explosions at Didion Milling Inc.,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/20/CSB_Report_Schedule_0623_v2.pdf?16932,Investigation Closure Plan,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/20/CSB_Report_Schedule.pdf?16814,Investigation Report Release Schedule,pdf
201707IWI1,https://www.csb.gov/didion-milling-company-explosion-and-fire-/,Didion Milling Company Explosion and Fire,"Location: Cambria, WI",Combustible Dust Explosion and Fire,5/31/2017,12/6/2023,,https://www.csb.gov/assets/1/20/CSB_Didion_Factual_Eng06.pdf?16230,Didion Milling Factual Investigative Update,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/Status_Change_Summary__ATF_(DEI_R12)__C-UA_NRR.pdf,Recommendation Status Change Summary,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/SCSDEIR2R3.pdf,Download,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/SCSDEIR2R31.pdf,Download,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_TREAS_OPE_(DEI_R4)_C-AA.pdf,Recommendation Status Change Summary,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/Status_Change_Summary__EPA_(DEI_R9)__C-UA_NRR1.pdf,Recommendations Status Change Summary,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/Status_Change_Summary__EPA_(DEI_R10)__C-NLA.pdf,Recommendations Status Change Summary,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_EPA_(DEI_R11)_C-AA.pdf,Recommendation Status Change Summary,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/Status_Change_Summary__FAR_Council_(DEI_R1)__C-UR-NRR.pdf,Recommendations Status Change Summary,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_NFPA_(DEI_R7)_C-AA.pdf,Recommendation Status Change Summary,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/Status_Change_Summary_NFPA_(DEI_R8)_C-AA.pdf,Recommendation Status Change Summary,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/Status_Change_Summary__DEI_R5__C-AA.pdf,Download,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/recommendation/Status_Change_Summary__VSE_Corporation_(DEI_R6)__C-AA.pdf,Recommendations Status Change Summary,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/1/20/Analysis_of_Pyrotechnic_Components.pdf?15271,Analysis of Pyrotechnic Components,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/1/20/DEI_Final_01172013.pdf?14739,Donaldson Enterprises Inc,pdf
201106IHI12,https://www.csb.gov/donaldson-enterprises-inc-fatal-fireworks-disassembly-explosion-and-fire/,"Donaldson Enterprises, Inc. Fatal Fireworks Disassembly Explosion and Fire","Location: Waipahu, HI",Reactive Incident,4/8/2011,1/17/2013,,https://www.csb.gov/assets/1/20/transcript4.pdf?15016,"January 17, 2013 Public Meeting Transcript",pdf
200204IMO17,https://www.csb.gov/dpc-enterprises-festus-chlorine-release/,DPC Enterprises Festus Chlorine Release,"Location: Festus, MO",Release,8/14/2002,5/1/2003,,https://www.csb.gov/assets/1/20/DPC_Digest.pdf?13776,Digest of DPC Enterprises Investigation,pdf
200204IMO17,https://www.csb.gov/dpc-enterprises-festus-chlorine-release/,DPC Enterprises Festus Chlorine Release,"Location: Festus, MO",Release,8/14/2002,5/1/2003,,https://www.csb.gov/assets/1/20/DPC_Report.pdf?13775,Final Investigation Report,pdf
200204IMO17,https://www.csb.gov/dpc-enterprises-festus-chlorine-release/,DPC Enterprises Festus Chlorine Release,"Location: Festus, MO",Release,8/14/2002,5/1/2003,,https://www.csb.gov/assets/1/20/ChlorineHoseSafetyAdvisory.pdf?13889,Safety Advisory - Chlorine Transfer Hose Failure,pdf
